"Business Name","Doing Business As","Business Address","Business Geo Location"
"BRAGG EDITH B","INTERIOR CLEANING SPECIALIST","3511 GARLAND AVE","POINT (-77.43446 37.57978)"
"EAT GROUP LLC","ROSES KITCHEN","1509 CHAMBERLAYNE AVE","POINT (-77.4423 37.55698)"
"VIRO TECHNOLOGY LLC","VIRO TECHNOLOGY LLC","1108 E MAIN ST 702","POINT (-77.43414 37.53694)"
"BARNES ENTITIES LLC","MAIN STREET STEAKHOUSE","1112 E MAIN ST","POINT (-77.43399 37.53685)"
"HIGHER EDUCATION LLC",,"2307 W CARY ST","POINT (-77.47056 37.54957)"
"MEREDITH JURKO",,"23 N BELMONT AVE","POINT (-77.47911 37.5547)"
"BUTLER REALTY INC",,"2025 E MAIN ST","POINT (-77.4251 37.53136)"
"WADE F ANDERSON DDS",,"204 N HAMILTON ST A","POINT (-77.49068 37.56013)"
"POWERHOUSE RETAIL SERVICES LLC",,"812 S CROWLEY RD STE A",
"NJR FOODS LLC","NOAH'S ROCKIN BUNS","900 E BROAD ST","POINT (-77.43342 37.54052)"
"ARAMSCO INC","INTERLINK SUPPLY","3309 W MARSHALL ST","POINT (-77.47526 37.56774)"
"TEO X CUSTOMS PAINT AND BODY LLC",,"5255 HULL ST RD","POINT (-77.48953 37.4906)"
"WALLACE WOOD INTERIORS LLC",,"5301 TODDSBURY RD","POINT (-77.51109 37.57319)"
"LOCAL ELECTRIC COMPANY INC",,"10458 CAUTHORNE ROAD","POINT (-77.59268 37.69852)"
"BOATWRIGHT JOSEPH WELDON III MD",,"211 E CLAY ST","POINT (-77.43814 37.54604)"
"MAS TEQUILA Y TACOS INC.",,"1419 E CARY ST","POINT (-77.43163 37.534)"
"SHS ENTERPRISE INC","KOREAN GARDEN","6827 MIDLOTHIAN TPKE","POINT (-77.52167 37.50152)"
"CHURCH HILL IRISH FESTIVAL",,"900 E BROAD ST","POINT (-77.43342 37.54052)"
"TORTILLERIA AZTECA LLC",,"5300 HULL STREET RD","POINT (-77.49118 37.49128)"
"WIRE GILL LLP",,"9200 FOREST HILL AVE 1C","POINT (-77.56588 37.54076)"
"C & R CARPENTRY INC",,"12800 FLEETWOOD DR","POINT (-77.53844 38.67624)"
"RIGA ENTERPRISES INC","HOPKINS STORE THE YELLOW STORE","1437 HOPKINS ROAD","POINT (-77.46009 37.49717)"
"AUGMENTI LLC","AUGMENTI CONSULTING","2720 EDGEWOOD AVE","POINT (-77.43885 37.56863)"
"AQUINO CHARLES A","AQUINO AND ASSOCIATES","417 N ARTHUR ASHE BLVD","POINT (-77.47274 37.5579)"
"RAAD AUDIO ELECTRONICS LLC",,"6856 MIDLOTHIAN TPKE 106","POINT (-77.52251 37.50227)"
"A & L CORPORATION OF VIRGINIA INC","SHOP & GO","1627 MECHANICSVILLE TPKE","POINT (-77.41361 37.55035)"
"INSIGHT FINANCIAL INC",,"401 OLD LOCKE LANE","POINT (-77.50877 37.55756)"
"BNBL II INC",,"2109 N HAMILTON ST C","POINT (-77.47438 37.57563)"
"CURLEE TERRY R",,"110 N SHEPPARD ST","POINT (-77.47716 37.55545)"
"KATIE BLUE SALON LLC",,"21 N BELMONT AVE","POINT (-77.47912 37.55468)"
"MISSION ELECTRIC LLC",,"2724 BRIARPATCH LN","POINT (-77.85157 37.56966)"
"KATRA GALA LLC",,"2225 W MAIN ST","POINT (-77.46934 37.55045)"
"JAY SWAMI LLC",,"1600 ROBIN HOOD RD","POINT (-77.46022 37.57339)"
"TOP GUN RENOVATIONS LLC",,"5307 WARWICK RD","POINT (-77.49168 37.49453)"
"ADD A DECK INC",,"6408 MALLORY DR","POINT (-77.51773 37.59671)"
"CENTER FOR SPEECH AND SWALLOWING LLC",,"9211 FOREST HILL AVE 101","POINT (-77.56687 37.53941)"
"CHRISTIAN FRANCES M PHD LCSW",,"1617 MONUMENT AVE 302","POINT (-77.45856 37.55274)"
"TOUCH YOUR MULLET INC","TERROIRIZER","1320 N ARTHUR ASHE BLVD D","POINT (-77.46772 37.5671)"
"K PLUS VIRGINIA INC",,"3703 BROADWAY STREET","POINT (-77.47918 37.56974)"
"CHURCH HILL ABSTRACT LLC",,"2308 E BROAD ST","POINT (-77.42019 37.53249)"
"FARRAH B FOX LLC",,"1500 IRBY DR","POINT (-77.50007 37.52263)"
"WHITAKER MICHELLE","MONTRELL AND MACHE CLEANING SERVICES","2208 Y ST","POINT (-77.40762 37.54679)"
"PROGRESSIVE ELECTRIC INC",,"9090 FAYEMONT DR","POINT (-77.39033 37.64915)"
"COX ELECTRIC COMPANY",,"13346 FARRINGTON RD","POINT (-77.58337 37.7729)"
"CH2M HILL ENGINEERS INC",,"2108 W LABURNUM AVE 100","POINT (-77.47235 37.58512)"
"THE 5 C'S: CARPENTRY, CONSTRUCTION, CERT",,"1731 WALL ST","POINT (-77.45134 37.52049)"
"ETUK USA LLC",,"1710 MACTAVISH AVE","POINT (-77.47042 37.57083)"
"UNITED UNLIMITED CONSTRUCTION INC",,"206 E CLAY ST B","POINT (-77.43813 37.54603)"
"STANLEY CARL S","STANDARD ROOFING & REMODELING","2100 BREMO RD","POINT (-77.50496 37.59194)"
"COMMONWEALTH EVENT COMPANY","COMMONWEALTH EVENT COMPANY","5611 GREENDALE ROAD","POINT (-77.4894 37.60517)"
"S & S DISTRIBUTORS INC",,"2306 N LOMBARDY ST B","POINT (-77.44739 37.56377)"
"B&J CONSTRUCTION SERVICES LLC",,"7493 E DANUBE LP","POINT (-77.0742 37.51167)"
"EQUIPPS LLC",,"411 E FRANKILN ST","POINT (-77.43949 37.54148)"
"FIRST ATLANTIC RESTORATION INC",,"414 S PARLIAMENT DR","POINT (-76.16889 36.82738)"
"RENT A CENTER EAST INC #2335",,"630 W SOUTHSIDE PLAZA","POINT (-77.47792 37.50123)"
"NHUT PHAM","NAIL 2K","2556 SHEILA LN","POINT (-77.53388 37.53648)"
"JON HOOD PHOTOGRAPHY INC",,"104 N 19TH ST A","POINT (-77.4257 37.53342)"
"STANLEY MARTIN HOMES LLC",,"11710 PLAZA AMERICA DR","POINT (-77.35109 38.9527)"
"MAYMONT FOUNDATION INC",,"1700 HAMPTON ST","POINT (-77.47439 37.5342)"
"FOODS FOR A CHANGE LLC",,"900 E BROAD ST","POINT (-77.43342 37.54052)"
"NOVEDADES ANITA",,"5242 HULL ST RD","POINT (-77.49037 37.49226)"
"RORRER ENTERPRISES INC",,"296 DRAFT AVE","POINT (-79.03327 38.02404)"
"JAMES RIVER INTERIORS INC",,"12543 PATTERSON AVE","POINT (-77.64954 37.59907)"
"THE GOODNESS OF GOD","SHINING STAR CLEANING SERVICE","1126 EVERGREEN AVE","POINT (-77.47353 37.49779)"
"DOGTOWN DOG SPA LLC",,"1102 HULL ST","POINT (-77.44345 37.52136)"
"U HAUL COMPANY OF VIRGINIA","LOMBARDY STREET MOVING & STORAGE","900 N LOMBARDY ST","POINT (-77.45403 37.5564)"
"ABRAHIM JEWELERS LLC",,"3914 HULL ST RD","POINT (-77.47216 37.50309)"
"PERKINSON HOMES INC",,"16742 MASSEY HOPE ST","POINT (-77.72378 37.47713)"
"COLLECTIVE HOSPITALITY GROUP LLC","EDEN RESTAURANT AND BAR","111 VIRGINIA ST 100","POINT (-77.4333 37.53408)"
"BUERLEIN & CO LLC",,"6767 FOREST HILL AVE 305","POINT (-77.51847 37.5377)"
"OC2 LLC","OC2","409 E MAIN ST 101","POINT (-77.44015 37.54051)"
"EUBANK TRUCKS INC",,"3708 N HOPKINS ROAD","POINT (-77.45748 37.50033)"
"PROFESSOR PIFF LLC",,"1303 ST JOHN ST C","POINT (-77.43492 37.55454)"
"BUTTERFLY VISIONARIES CORP",,"900 E BROAD ST","POINT (-77.43342 37.54052)"
"LEETE TIRE & AUTO CENTER INC",,"12 S 2ND ST","POINT (-77.44327 37.54163)"
"U.S. BANCORP ASSET MANAGEMENT INC",,"1051 E CARY ST 600","POINT (-77.43549 37.53503)"
"HAIR BY MEL LLC",,"6607 GLYNDON LANE","POINT (-77.51795 37.53381)"
"TTW RVA ENTERPRISES INC","AMERICAN LINE PROS","4501 LEONARD PKWY","POINT (-77.49563 37.56808)"
"HOLLAND BONNIE",,"1406 CLAREMONT AVE","POINT (-77.45656 37.58716)"
"AUTOMATIC LEASING SERVICE INC.",,"1004 N THOMPSON ST 101A","POINT (-77.47937 37.56729)"
"JMB GREENGARDENS LLC",,"603 ROTHESAY ROAD","POINT (-77.49029 37.55165)"
"C I I ENGINEERED SYSTEMS INC","C I I SERVICE OF VIRGINIA","6767 FOREST HILL AVE","POINT (-77.51847 37.5377)"
"NORRIS ELECTRIC INC",,"900 E BROAD ST","POINT (-77.43342 37.54052)"
"AMA VENTURES VA INC",,"200 W HILL ST","POINT (-77.43644 37.5544)"
"WAL-MART STORES EAST LP","WAL-MART SUPERCENTER #2821","2501 SHEILA LN","POINT (-77.53141 37.53485)"
"HEROES & GHOSTS",,"3035 W CARY ST","POINT (-77.4801 37.55296)"
"ZELTON TECH LLC",,"314 N GRANBY ST","POINT (-77.46238 37.55279)"
"BLOOMINGTON VENTURES LLC",,"111 HULL STREET 1306","POINT (-77.43693 37.5264)"
"ATIR NATURAL NAIL CARE CLINIC","ATIR NNCC","2505 W CARY ST","POINT (-77.47288 37.55041)"
"SWSG CONSTRUCTION MANAGEMENT INC",,"607 HERNDON PKWY 100","POINT (-77.58365 37.57296)"
"CARLISLE SERVICES CO",,"1435 CARLISLE SERVICES CO","POINT (-77.39978 37.51644)"
"HOFFMAN & HOFFMAN INC",,"2104 W LABURNUM AVE","POINT (-77.47159 37.58481)"
"ALSTON CONSTRUCTION CO INC",,"3500 LENOX RD",
"BURTON BREWING LLC","STRANGEWAYS BREWING","3110 W LEIGH ST","POINT (-77.47152 37.56773)"
"BUCHANAN'S CLEANING SERVICE LLC",,"2920 W BROAD ST 224","POINT (-77.47229 37.56423)"
"THE GROUNDED ROOTS LLC",,"2820 W CARY ST C","POINT (-77.47745 37.55201)"
"TERRANOVA INC","EL AVENTURERO","3111 BROAD ROCK BLVD","POINT (-77.4816 37.47397)"
"SLICEOFTHEACTION CORP","HOT FOR PIZZA","1301 W LEIGH ST","POINT (-77.45072 37.55537)"
"HUMPHREY ELECTRIC CO INC",,"724 GROVE ROAD","POINT (-76.83228 38.0128)"
"CIRCLE Z INC",,"3300 NOLFOLK ST","POINT (-77.47138 37.57049)"
"DIAMOND TOBACCO & VAPES LLC",,"5724 HULL STREET RD F","POINT (-77.49815 37.48636)"
"PROUTT LAW PLC",,"4704 ROLFE RD","POINT (-77.50583 37.56202)"
"TRI STATE UTILITIES CO",,"2111 SMITH AVE",
"ISHAA INC",,"311 N 18TH ST","POINT (-77.42453 37.53618)"
"SAFELITE FULFILLMENT INC #1868","AUTO GLASS","3201 ROSEDALE AVE H","POINT (-77.46938 37.5757)"
"HAMMER AND NAIL HOME IMPROVEMENT LLC",,"6944 OLD CREEK TERR","POINT (-77.52452 37.45763)"
"ELEVATE RETAIL INVESTMENTS LLC",,"5737 HULL ST RD","POINT (-77.49763 37.48586)"
"LE PETIT MORCEAU",,"4103 FOREST CIR","POINT (-77.47331 37.52217)"
"RAW SUGAH CLOTHING",,"2532 N LOMBARDY ST","POINT (-77.44469 37.56647)"
"BROWN STONE ASSISTED LIVING FACILITY LLC",,"1901 4TH AVE","POINT (-77.42383 37.55887)"
"APPLE NINE SERVICES RICHMOND INC","COURTYARD BY MARRIOTT RICHMOND DOWNTOWN","1320 E CARY ST","POINT (-77.43302 37.53489)"
"MEAT WAGON BBQ LLC",,"900 E BROAD ST","POINT (-77.43342 37.54052)"
"ARBOLEDA CABINETS INC",,"5421 DISTRIBUTOR DR","POINT (-77.49947 37.5083)"
"CAR ZONE INC",,"342 E BELT BLVD","POINT (-77.47751 37.50431)"
"AUTO PRO STORES LTD","AUTO PRO AUTOMOTIVE SALES CO","3908 OLD HOPKINS ROAD","POINT (-77.46756 37.46669)"
"GARDNER CONSTRUCTION CORP",,"8107 LARCOM LN","POINT (-77.55609 37.59164)"
"NOTT RECYCLING CENTER INC",,"5317 OLD MIDLOTHIAN TPKE","POINT (-77.49551 37.50644)"
"PROFESSIONAL RESTORATION SERVICES INC",,"4965 COX ROAD","POINT (-77.49615 37.58371)"
"GLITTERMOON PRODUCTIONS LLC",,"1406 PALMYRA AVE","POINT (-77.4551 37.58019)"
"WALGREEN COMPANY","WALGREENS #10106","3520 ELLWOOD AVE","POINT (-77.4877 37.557)"
"R & J BUSINESS LLC","DUK'S AMOCO","6 JEFFERSON DAVIS HWY","POINT (-77.44863 37.51763)"
"EBOOKMARKETINGPLUS.COM  LLC",,"7725 MARILEA ROAD","POINT (-77.53569 37.54648)"
"CLASSIC STUDIOS LLC",,"102 N 7TH ST","POINT (-77.4372 37.54028)"
"SYNERGY TECHNICAL LLC",,"2201 W BROAD ST","POINT (-77.4629 37.55814)"
"KLIMA PETERS & DALY PA PC",,"2025 E MAIN ST 206","POINT (-77.4251 37.53136)"
"A1 WINDOW AND DOOR DISTRIBUTORS LLC",,"734 LUTON LANE","POINT (-77.52082 37.51271)"
"MODERN DOOR & EQUIPMENT SALES INC",,"4301 CHARLES CROSSING DR","POINT (-77.29383 37.47424)"
"MICHAEL BAKER INTERNATIONAL INC.",,"3200 ROCKBRIDGE DR 104","POINT (-77.46955 37.57043)"
"DECO CRETE LLC",,"6507 OLD WARWICK ROAD","POINT (-77.51682 37.50487)"
"BHI INTERNATIONAL INC",,"6200 NORTH CAPITOL ST NW",
"UNIQUENESS IN WOOD METAL AND STONE LLC",,"3029 W CARY ST","POINT (-77.47992 37.55289)"
"BRAGG JOHN S","LASER OPTIONS","2022 3RD AVE","POINT (-77.42379 37.56084)"
"JESCO USA INC",,"1021 E CARY ST 1920","POINT (-77.43546 37.53637)"
"SWINERTON INCORPORATED","SWINERTON BUILDERS","100 SHOCKHOE SLIP","POINT (-77.43385 37.5352)"
"HOMEMADES BY SUZANNE INC",,"101 N 5TH ST","POINT (-77.43885 37.54149)"
"KAL ENTERTAINMENT INC",,"4916 GOVERNMENT RD","POINT (-77.39465 37.51596)"
"COLONIAL FORD TRUCK SALES INC",,"1833 COMMERCE ROAD","POINT (-77.434 37.49656)"
"BRICK HOUSE BAKERY LLC",,"4E CLAY ST 1","POINT (-77.44018 37.54729)"
"VICTORY TRANSPORTATION LLC",,"1500 COMMERCE RD","POINT (-77.43085 37.50795)"
"KRISTIN C EDWARDS DDS PLLC",,"5318 PATTERSON AVE A","POINT (-77.50931 37.57694)"
"CENTRAL VA CONTRACTORS INC",,"910 BEVRIDGE RD","POINT (-77.52266 37.58659)"
"KIM ENTERPRISES INC","BRANCHS SELF STORAGE","3330 BROAD ROCK BLVD","POINT (-77.48351 37.47106)"
"CABELL EANES LLC","TELMARK MARTIN LOCAL LEAD GENERATION","106 SHOCKOE SLIP","POINT (-77.43386 37.5349)"
"HWANGPO YUNG","AFFORDABLE BODY WORK","5101 MIDLOTHIAN TPKE A","POINT (-77.49212 37.50753)"
"DEVARTANIAN ENTERPRISES INC","RICHMOND PAWN","6856 MIDLOTHIAN TPKE 107","POINT (-77.52251 37.50227)"
"OUTPOST RICHMOND LLC","OUTPOST RICHMOND","4813 FOREST HILL AVE","POINT (-77.48789 37.52105)"
"FAT DRAGON CORPORATION",,"1200 N ARTHUR ASHE BLVD","POINT (-77.46849 37.56568)"
"REXY SMOKE SHOP LLC",,"6401 MIDLOTHIAN TPKE","POINT (-77.51382 37.50309)"
"BRIDEFACE RICHMOND LLC",,"602 N 29TH ST","POINT (-77.41258 37.53214)"
"SYDNEY HALE LLC",,"200 EVERETT ST","POINT (-77.43369 37.52341)"
"BRANHAM ELECTRIC CORP",,"4113 S MILITARY HWY","POINT (-77.44326 37.46951)"
"PERFORMACE ELECTRICAL SERVICES INC",,"104 STALLION CT","POINT (-76.60765 36.90158)"
"VALMOR LLC","VALMOR","1 N 5TH ST 410","POINT (-77.43993 37.54038)"
"LINEBIRD INC",,"1717 E CARY ST","POINT (-77.42866 37.53223)"
"UNION HILL RVA GROUP LLC","UNION MARKET","2306 JEFFERSON AVE","POINT (-77.41791 37.53493)"
"FIVE STAR CONSTRUCTION LLC",,"14300 CHARTER LANDING DR","POINT (-77.66781 37.49774)"
"LATITUDE SEAFOOD CO LLC",,"9216 STONY POINT PKWY","POINT (-77.57396 37.54881)"
"CAPITAL AUTO BROKERS LLC",,"2030 CHAMBERLAYNE AVE","POINT (-77.4435 37.56215)"
"LISA MARSHALL PHD LCP LLC",,"4016 NORTHROP ST","POINT (-77.47707 37.51333)"
"MAMA LUISA INC",,"900 E BROAD ST","POINT (-77.43342 37.54052)"
"MASSEY WOOD & WEST INC",,"1713 WESTWOOD AVE","POINT (-77.46357 37.57769)"
"BURGESS SNYDER INDUSTRIES INC",,"560 BAKER RD",
"ICMA RETIREMENT CORPORATION",,"951 E BYRD ST","POINT (-77.43858 37.53485)"
"PDS INSURANCE AGENCY",,"2401 RICHMOND HWY","POINT (-77.44529 37.48951)"
"COX BROTHERS ELECTRICAL SERVICE INC",,"205 LOWELL ST","POINT (-77.34613 37.54789)"
"WARWICK PLUMBING & HEATING CORP",,"11048 WARWICK BLVD","POINT (-76.47288 37.04648)"
"MIDWAY CONSULTING LLC",,"3529 BLITHEWOOD DR","POINT (-77.51397 37.54622)"
"CATTAIL AQUATICS LLC","CATTAIL AQUATICS","1339 BOROUGHBRIDGE RD","POINT (-77.49657 37.52307)"
"OPTICAL CONSULTANTS INC","CARYTOWN OPTICAL SHOPPE","3343 W CARY ST","POINT (-77.48437 37.55448)"
"LANGSTON FINANCIAL SERVICES GROUP INC",,"5179 GLENBEIGH DR","POINT (-77.49277 37.4596)"
"HABOUSH SAM J","WORLD FOREIGN CAR SERVICE","7010 THREE CHOPT ROAD","POINT (-77.53153 37.59003)"
"OLD DOMINION ABATEMENT & DEM",,"12764 OAK LAKE CT",
"STONEMAN SUSAN K PC",,"700 E MAIN ST 1505","POINT (-77.43782 37.53913)"
"KANWALS LLC","BELT BOULEVARD BP","1 WESTOVER HILLS BLVD","POINT (-77.4868 37.50957)"
"PILLAR AND PEACOCK LLC",,"5612 GROVE AVE","POINT (-77.51659 37.57308)"
"MINGLEWOOD BAKERY LLC",,"3337 W CARY ST","POINT (-77.48416 37.55441)"
"KUBA KUBA INC","KUBA KUBA","1601 PARK AVE","POINT (-77.45898 37.55142)"
"WEST END WINDOW CLEANING RVA LLC",,"4802 BROMLEY LN","POINT (-77.4983 37.57392)"
"LAUTERBACH ELECTRIC COMPANY INC",,"4029 MACARTHUR AVE","POINT (-77.45814 37.58982)"
"PALM BEACH TAN INC",,"7027 THREE CHOPT ROAD","POINT (-77.53246 37.59065)"
"CEE BLUES CLOTHING LLC","CEE BLUES","1512 GREYCOURT AVE","POINT (-77.45932 37.58615)"
"CLEARLY OPTOMETRY PC",,"2038 MONUMENT AVE","POINT (-77.46383 37.55618)"
"TY'S HEAVY TRUCK REPAIR INC",,"2900 BELLS RD","POINT (-77.45055 37.47282)"
"QUALITY CAR SALES LLC",,"2654 HULL ST","POINT (-77.45699 37.51277)"
"K & K FOOD MART LLC",,"1400 MECHANICSVILLE TPKE","POINT (-77.41659 37.54545)"
"RESPIRATORY HEALTH SERVICES LLC",,"7246 FOREST HILL AVE","POINT (-77.53108 37.53835)"
"RICHMOND CUSTOM CONSTRUCTION LLC",,"10021 WILLIAMSVILLE RD","POINT (-77.29599 37.67181)"
"OWENS ELIZABETH HOPE TELLIS",,"1330 W MAIN ST 1FL","POINT (-77.45835 37.54655)"
"ELDER DAVID","D.E. PRODUCTIONS","1424 N 19TH ST","POINT (-77.41423 37.54545)"
"ACCENT DRAPERYS INC",,"1515 CHAMBERLAYNE PKWY","POINT (-77.44235 37.55714)"
"EDWARD D JONES & CO LP","EDWARD JONES","506 LIBBIE AVE 1","POINT (-77.51763 37.57643)"
"DRIP MEADERY LLC","ALCHEMY COFFEE","814 W BROAD ST","POINT (-77.44902 37.54986)"
"TRUCKLE CHEESEMONGERS LLC","TRUCKLE CHEESEMONGERS LLC","714 N SHEPPARD ST","POINT (-77.47367 37.56117)"
"BAXANI CORPORATION","SEVEN-O-SEVEN","310 E BROAD ST","POINT (-77.43888 37.54388)"
"SWEET TEMPTATIONS BY TERESA LLC",,"900 E BROAD ST","POINT (-77.43342 37.54052)"
"YONI TREE EXPERTS LLC","YONI TREE EXPERTS","2737 GRANTWOOD CT","POINT (-77.53594 37.53926)"
"W E BOWMAN CONSTRUCTION INC",,"3715 BELT BLVD","POINT (-77.45573 37.47417)"
"COMPREHENSIVE FINANCIAL INSURANCE",,"4205 DOVER ROAD","POINT (-77.49973 37.55628)"
"DARE ENTERPRISE INC","VA PAWN","5300 HULL STREET RD","POINT (-77.49118 37.49128)"
"UNKINDNESS ART LLC","UNKINDNESS ART","2923 NORTH AVE","POINT (-77.43274 37.57128)"
"T-MOBILE FINANCIAL LLC",,"2545 SHEILA LN","POINT (-77.5308 37.53677)"
"EDDIES TRUCKWORX LLC",,"1829 COMMERCE RD","POINT (-77.43252 37.49845)"
"LA GUELAGUETZA LLC",,"900 E BROAD ST","POINT (-77.43342 37.54052)"
"THOMPSON MCMULLAN PC",,"100 SHOCKOE SLIP","POINT (-77.43385 37.5352)"
"EWING PHOTOGRAPHY INC",,"4671 ARROWHEAD ROAD","POINT (-77.53971 37.55799)"
"WEST GREEN ELECTRIC USA LLC",,"10571 MOUNTAINGATE WAY","POINT (-77.48476 37.66215)"
"STAR PIPE LLC","STAR PIPE PRODUCTS","2913 TRANSPORT ST","POINT (-77.45117 37.46928)"
"NADIR BANQUET HALL LLC",,"5701 HULL STREET ROAD C","POINT (-77.49623 37.48634)"
"RED BIRD SOCIAL LLC","RED BIRD SOCIAL","100 N 6TH ST","POINT (-77.43808 37.54081)"
"KRUISIN KITCHENS LLC","HAPPY PLACE MOBILE PIZZA","900 E BROAD ST","POINT (-77.43342 37.54052)"
"VIRGINIA INTEGRATED COMMUNICATION INC","VICOM","5361 CLEVELAND ST","POINT (-76.16588 36.84346)"
"EQUITY BUILDERS AND INVESTMENT PARTNERS",,"7305 HANCOCK VILLAGE DR 343","POINT (-77.67463 37.40253)"
"FAITH CLEANING SERVICE LLC","FAITH CLEANING SERVICE","3120 WOODROW AVE","POINT (-77.42902 37.57416)"
"PRO HANDYMAN LLC",,"1308 COLUMBIA ST","POINT (-77.44538 37.50252)"
"ROBERT C SCOTT INC","SCOTT FUNERAL HOME","115 E BROOKLAND PARK BLVD","POINT (-77.4307 37.57141)"
"3351 W MOORE STREET, LLC",,"3351W MOORE STREET","POINT (-77.47283 37.5703)"
"MONICA S RUMSEY",,"8527 WAXFORD RD","POINT (-77.55258 37.54819)"
"HSB CONTRACTING LLC",,"559 SOUTHLAKE BLVD A","POINT (-77.59693 37.49925)"
"WALMSLEY DELI LLC",,"3825 WALMSLEY BLVD","POINT (-77.46729 37.46797)"
"2939 WEST CLAY LLC","LONGOVEN","2939 W CLAY ST","POINT (-77.47082 37.56575)"
"THE ENDOWMENT PROJECT EDUCATION FOUNDATI",,"1717 E CARY ST 3116","POINT (-77.42866 37.53223)"
"AUDRYS PROFESSIONAL SERVICES LLC",,"108 E GRACE ST 411","POINT (-77.4415 37.54402)"
"LINDBERG LLC","EXTERIOR SOURCE OF VIRGINIA","12701 OAK LAKE TRAIL","POINT (-77.6284 37.45399)"
"UNITED STATES VETERANS INITIATIVE",,"409E MAIN ST 200","POINT (-77.44015 37.54051)"
"WILLIAMS MARKETING GROUP LLC","WM TECHNOLOGIES","3031 TERMINAL AVE","POINT (-77.45436 37.48185)"
"JIREH INVESTMENTS INC",,"5941 SAINT MORITZ DR","POINT (-77.5072 37.47329)"
"RFM CORPORATION","WESTWOOD FOUNTAIN","5823 PATTERSON AVE","POINT (-77.51611 37.58036)"
"REDLINE TELECOM LLC",,"2030 WESTMORELAND ST","POINT (-77.48645 37.58186)"
"THE ROARING RUN LLC",,"1213 TAYLOR AVE","POINT (-77.48201 37.51893)"
"U HAUL COMPANY OF VIRGINIA","U-HAUL CENTER RICHMOND","500 BELT BLVD","POINT (-77.47637 37.50442)"
"DUN RITE INC",,"714 FENWAY AVE","POINT (-76.34434 36.76539)"
"TOWERS LAURA R","LAURA TOWERS ANTIQUES","2124 STUART AVE","POINT (-77.46571 37.55451)"
"MASTER MECHANIC & CUSTOMER CARS LLC",,"1313 JEFFERSON DAVIS HWY","POINT (-77.44668 37.50228)"
"AQUATIC LANDSCAPING LLC",,"3520 HASTINGS DR","POINT (-77.58908 37.54419)"
"AMERICAN AUTOMATIC SPRINKLE CO INC",,"951 EAST BYRD ST","POINT (-77.43858 37.53485)"
"BUY THE POUND INC","PERLY'S","111 E GRACE ST","POINT (-77.44138 37.54394)"
"ANNE HULCHER TOLLETT LLC","HANOVER AVENUE","2020 MONUMENT AVE","POINT (-77.46308 37.55574)"
"STANITEC JANITORIAL SERVICES INC",,"1010 N ARTHUR ASHE BLVD","POINT (-77.46939 37.56402)"
"HYMAN REFRIGERATION CO INC","HYMAN MECHANICAL CO","1610 SUMMIT AVE","POINT (-77.46953 37.56841)"
"MAKALANI AFI","RIGHT BRAIN PRODUCTIONS","2324 SARA LN","POINT (-77.49774 37.48127)"
"RIVERFRONT CANAL CRUISES LLC",,"200 S 3RD ST","POINT (-77.44357 37.53952)"
"RVA SOLUTIONS LLC","BLACK OPTIX TINT","5200 BROOK RD","POINT (-77.45467 37.60152)"
"CARDINAL RUBBER & SEAL OF RICHMOND",,"608 COMMERCE ROAD","POINT (-77.43629 37.51667)"
"CITY NAILS AND SPAS LLC",,"6825 FOREST HILL AVE","POINT (-77.52071 37.5375)"
"SIMON MEDICAL SERVICES LLC","SIMON MEDICAL SERVICES","919 E MAIN ST 1000","POINT (-77.43568 37.53785)"
"ATKINSON JAHMAL","JAHMAL'S HAIR SALON","315 N 1ST ST","POINT (-77.44036 37.54554)"
"KEMPER CONSULTING INC",,"12 S 3RD ST","POINT (-77.44246 37.54092)"
"VIRTUAL COMPUTER UNION INC","BROAD ST METRO PCS","1367 W BROAD ST 106","POINT (-77.45549 37.55372)"
"MAXIMUS JMC INC","C & M GALLEY KITCHEN","2805 HATHAWAY ROAD","POINT (-77.51882 37.53821)"
"DOZIER TANK & WELDING CO.",,"2212 DEEPWATER TERMINAL ROAD","POINT (-77.43153 37.49119)"
"BURNETT PENNY","STAY FOCUS HAIR SALON","1306 E BROOKLAND PARK BLVD","POINT (-77.41766 37.56947)"
"IRVINE ACCESS FLOORS INC",,"9425 WASHINGTON BLVD Y-WW",
"THE CATO CORPORATION #7666","IT'S FASHION METRO 7666","449 BELT BLVD E","POINT (-77.47338 37.50427)"
"YAHAIRA A PUERTA","LAS PLEBES TAQUERIA","5504 OAK CENTER DRIVE","POINT (-77.47888 37.37536)"
"SD KIM ENTERPRISE INC","BEAUTY EMPIRE","4716 N SOUTHSIDE PLZ","POINT (-77.47791 37.50247)"
"CULINARY COACH LLC","CULINARY COACH","2600 NINE MILE RD","POINT (-77.40798 37.54101)"
"REEVES ENTERPRISE LLC",,"3359 DILL AVE","POINT (-77.4111 37.57229)"
"TARRANTS LLC","TARRANTS CAFE","1 W BROAD ST","POINT (-77.442 37.54568)"
"BALDUCCI BUILDERS INC",,"10173 CHAMBERLAYNE RD",
"WILSCOUT LLC","WILHELMINA IMAGE","2501 E BROAD ST","POINT (-77.41865 37.53156)"
"NA NIN LLC",,"101 S ADDISON ST","POINT (-77.47042 37.54899)"
"CHEF PESCADO CATERING LLC","CHEF PESCADO CATERING","1708 N 22ND ST","POINT (-77.40954 37.54582)"
"BROADWAY MARKETPLACE VA",,"312 E BROAD ST 101","POINT (-77.4388 37.54383)"
